X,Y,OBJECTID,FOLIO,NAME,ENTITYNAME,ADDRESS,CITY,ZIPCODE,PHONE,PHONE2,TYPE,CAPACITY,CAP_DESC,LAT,LON,POINT_X,POINT_Y
-8948391.88559999,2975712.0758,216,3530300310010,HAMPTON INN & SUITES,APPLE NINE HOSPITALITY MANAGEMENT INC,11600 NW 41 ST,DORAL,33178,305-500-9300,305-500-9300,HOTL,121,Rooms,25.81116,-80.38477,858563.740552247,537530.984034903
-8926679.66819999,2975477.1431,217,0132300030350,HAMPTON INN & SUITES,MIDTOWN LODGING LLC,3450 BISCAYNE BLVD,MIAMI,33137,786-581-0600,423-664-5959,HOTL,151,Rooms,25.80926,-80.18973,922735.469820078,537188.003749743
-8927161.96019999,2969692.9058,218,,HAMPTON INN & SUITES MIAMI BRICKELL DOWNTOWN,BRICKELL HOTEL GROUP LLLP,50 SW 12 ST,MIAMI,33130,305-377-9400,305-446-0852,HOTL,221,Rooms,25.76248,-80.19406,921414.142738327,520173.797620744
-8954006.87939999,2934635.3768,219,1079090390020,HAMPTON INN & SUITES MIAMI-SOUTH/HOMESTEAD,PRIME HOTEL GROUP OF HOMESTEAD LLC,2855 NE 9 ST,HOMESTEAD,33033,305-257-7000,814-278-7212,HOTL,126,Rooms,25.47851,-80.43521,842485.458076328,416555.666274741
-8932208.80259999,2966724.8829,220,0141160280240,HAMPTON INN HOTEL,GROVE HOTEL GROUP LTD,2800 SW 28 TERR,MIAMI,33133,305-448-2800,305-448-2800,HOTL,137,Rooms,25.73846,-80.23939,906542.996955745,511356.746685326
-8941872.84559999,2975249.2779,221,3530270310011,HAMPTON INN MIAMI - AIRPORT WEST,LVP HMI MIAMI HOLDING CORP,3620 NW 79TH AVE,DORAL,33166,305-513-0777,305-513-0777,HOTL,127,Rooms,25.80742,-80.32621,877836.658043079,536265.029545821
-8934876.98419999,2975049.58,222,0531290000010,HAMPTON INN MIAMI AIRPORT EAST,MIAMI AIRPORT LODGING LLC,3449 NW 42 AVE,MIAMI,33142,786-801-3136,301-345-8700,HOTL,127,Rooms,25.80581,-80.26337,898515.874230497,535788.826758072
-8939736.69179999,2961251.8026,223,3040350420010,HAMPTON INN MIAMI DADELAND,KELCO DADELAND ASSOCIATES LTD,8200 SW 70 AVE,MIAMI,33143,2690072,,HOTL,131,Rooms,25.69417,-80.30702,884366.24931458,495134.43628224
-8920488.64849999,2971083.2581,224,0242030030810,HARRISON HOTEL,HARRISON HOTEL INC,411 WASHINGTON AVE,MIAMI BEACH,33139,305-672-3250,305-672-4600,HOTL,55,Rooms,25.77372,-80.13412,941117.748016078,524387.149102159
-8926771.20379999,2969740.3007,225,0102100301130,HC MIAMI FL PANORAMA,CONCORD AZTEC BRICKELL LLC,1102 BRICKELL BAY DR,MIAMI,33131,305-788-2130,,HOTL,208,Rooms,25.76286,-80.19055,922568.601059329,520320.243193991
-8920060.45219999,2972697.6241,226,0232340120040,HENROSA HOTEL,VENTURA WAY ONE LLC,1435 COLLINS AVE,MIAMI BEACH,33139,,,HOTL,40,Rooms,25.78678,-80.13027,942352.311819911,529141.935524322
-8937177.03539999,2977614.2675,227,0431180012210,HIALEAH AIRPORT MOTEL,TAURUS MANAGEMENT LLC,131 W 5TH ST,HIALEAH,33010,305-887-2718,786-402-9316,MOTL,12,Rooms,25.82655,-80.28402,891677.048997413,543289.407557406
-8937189.23029999,2977489.1326,228,,HIALEAH AIRPORT MOTEL,TAURUS MANAGEMENT LLC,131-161 W OKEECHOBEE RD,HIALEAH,33010,305-887-2718,,MOTL,44,Rooms,25.82553,-80.28413,891643.01527283,542921.44667916
-8935560.95429999,2976184.808,229,0431200260190,HIALEAH MOTEL,HIALEAH MOTEL INC,555 E OKEECHOBEE RD,HIALEAH,33010,305-887-8756,305-887-8756,MOTL,92,Rooms,25.81499,-80.26951,896475.874701578,539114.373256572
-8918945.89929999,2979800.1356,230,0232110070240,HILTON CABANA MIAMI BEACH,RLJ CABANA MIAMI BEACH LESSEE LLC,6261 COLLINS AVE,MIAMI BEACH,33140,305-867-6669,305-867-6669,HOTL,231,Rooms,25.84422,-80.12025,945507.374079328,550040.061378904
-8919462.64499999,2975052.5436,231,0232260011110,HILTON GARDEN INN,ROYAL POLO HOTEL LLC,2940 COLLINS AVE,MIAMI BEACH,33140,305-592-3393,301-389-3856,HOTL,96,Rooms,25.80583,-80.12489,944073.435346164,536076.498754904
-8940992.02689999,2975302.2085,232,3030260040010,HILTON GARDEN INN MIAMI AIRPORT WEST,"36TH STREET TWO, LLC",3550 NW 74 AVE,MIAMI,33122,,,HOTL,189,Rooms,25.80785,-80.3183,880439.059662413,536434.019037239
-8928234.79169999,2968278.4443,233,0141390730010,HILTON GARDEN INN MIAMI BRICKELL SOUTH,BLUE LAGOON HOSPITALITY LLC,2500 BRICKELL AVENUE,MIAMI,33129,,305-854-2070,HOTL,129,Rooms,25.75103,-80.2037,918267.324228831,515995.055322073
-8947400.72539999,2973032.1187,234,2530310270030,HILTON GARDEN INN MIAMI DOLPHIN MALL,PROCACCI DOLPHIN LLC,1695 NW 111 AVE,SWEETWATER,33172,305-500-9077,561-416-1400,HOTL,132,Rooms,25.78949,-80.37588,861530.294330411,529666.940051742
-8936578.95619999,2972098.526,235,3031310250050,HILTON MIAMI AIRPORT,MIAMI AIRPORT LESSEE LLC,5101 BLUE LAGOON DR,MIAMI,33126,305-262-1000,305-262-1000,HOTL,508,Rooms,25.78194,-80.27865,893533.22212233,527085.652891487
-8943715.83549999,2960297.2168,236,3050040520010,HILTON MIAMI DADELAND,BHE HOSPITALITY LLC,9100 N KENDALL DR,MIAMI,33176,,,HOTL,184,Rooms,25.68644,-80.34276,872608.93621508,492265.686442323
-8926543.23339999,2973322.3284,237,0132310570001,HILTON MIAMI DOWNTOWN,RESORTS WORLD OMNI LLC,1601 BISCAYNE BLVD,MIAMI,33132,305-374-0000,305-374-0000,HOTL,527,Rooms,25.79184,-80.18851,923177.746166494,530856.175862238
-8919177.91109999,2976199.49,238,0232260012155,HOLIDAY INN,CHARLES BERNARD LTD,4333 COLLINS AVE,MIAMI BEACH,33140,305-532-3311,305-532-3311,HOTL,250,Rooms,25.81511,-80.12234,944892.499324828,539453.43491441
-8941639.59369999,2982712.1964,239,2730030010030,HOLIDAY INN,LCP HIALEAH GARDENS HOSPITALITY LLC,7707 NW 103 ST,HIALEAH GARDENS,33016,,,HOTL,259,Rooms,25.86776,-80.32411,878413.26515758,558199.45319657
-8926581.49409999,2971601.5184,240,0101080301010,HOLIDAY INN DOWNTOWN PORT OF MIAMI,340 BISCAYNE OWNER LLC,340 BISCAYNE BLVD,MIAMI,33132,305-789-2763,305-789-2763,HOTL,200,Rooms,25.77792,-80.18884,923095.809978664,525796.312622406
-8958598.47149999,2929867.922,241,1679300010421,HOLIDAY INN EXPRESS,RA AND RE INC.,35200 SOUTH DIXIE HWY,FLORIDA CITY,33034,,305-247-6621,HOTL,105,Rooms,25.43985,-80.47646,828933.444169912,402446.667917989
-8936608.7308,2975381.0637,242,0531190134470,HOLIDAY INN EXPRESS,FIRST CHOICE HOTEL HOLDINGS INC,5125 NW 36 ST,MIAMI SPRINGS,33166,305-887-2153,301-592-3800,MOTL,110,Rooms,25.80849,-80.27892,893392.35626233,536734.84848807
-8941740.5343,2984609.4413,243,0420340010010,HOLIDAY INN EXPRESS & SUITES - MIAMI/HIALEAH,BURLINGTON HOSPITALITY INC,6650 W 20 AVE,HIALEAH,33016,305-362-7777,305-803-7455,HOTL,146,Rooms,25.88309,-80.32502,878086.43608683,563771.498482905
-8948171.0012,2960132.9227,244,3050060000592,HOLIDAY INN EXPRESS & SUITES KENDALL EAST MIAMI,HIT PORTFOLIO 1 OWNER LLC,11520 SW 88 ST,MIAMI,33176,305-279-8688,305-279-8688,HOTL,66,Rooms,25.68511,-80.38279,859430.935996328,491718.739701577
-8934907.9422,2974310.2969,245,3031290020020,HOLIDAY INN EXPRESS AND SUITES MIAMI ARPT AND INTERMODAL AREA,2601 MIA LLC,2601 NW 42 AVE,MIAMI,33142,786-878-5555,786-878-5555,HOTL,102,Rooms,25.79983,-80.26364,898436.535150331,533615.176249743
-8942707.4576,2975476.9731,246,3530270010291,HOLIDAY INN EXPRESS MIAMI AIRPORT DORAL,HOTEL 8436 NW 36 OPCO LP,8436 NW 36 ST,MIAMI,33166,305-592-4799,502-489-3737,HOTL,103,Rooms,25.80926,-80.33371,875366.625253495,536921.748704821
-8934893.7624,2975461.9957,247,0531200310180,HOLIDAY INN HOTEL,MIAMI SPRINGS RESORTS ASSOC,1111 S ROYAL POINCIANA,MIAMI SPGS,33166,305-885-1941,305-885-1941,MOTL,224,Rooms,25.80914,-80.26351,898459.502295997,537000.806945659
-8942916.6583,2974819.316,248,3530270520050,HOLIDAY INN MIAMI/DORAL AREA,HOTEL 3255 NORTH WEST 87 OPCP LP,3255 NW 87 AVE,MIAMI,33172,305-500-9000,502-489-3737,HOTL,120,Rooms,25.80394,-80.33558,874758.114659496,534985.505201988
-8940468.8021,2969700.1444,249,3040110040390,HOLIDAY MOTEL,CAMPANILE B MARILYNN,7290 SW 8 ST,MIAMI,33144,,,MOTL,9,Rooms,25.76254,-80.3136,882071.247670997,519972.374467157
-8958618.6488,2932463.4886,250,1679190060100,HOLIDAY MOTEL,NEW LAXMI LLC,1405 N KROME AVE,FLORIDA CITY,33034,305-790-3425,305-790-3425,MOTL,22,Rooms,25.4609,-80.47664,828843.593627829,410098.140803993
-8958561.48589999,2931161.9026,251,1679190010381,HOME 2 SUITES BY HILTON,RD & RD INC,77 NE 3 ST,FLORIDA CITY,33034,305-248-3155,305-247-3414,HOTL,96,Rooms,25.45034,-80.47612,829028.099820495,406261.907006659
-8941113.49889999,2975298.0069,252,3030260040020,HOMEWOOD SUITES BY HILTON MIAMI AIRPORT WEST,36TH STREET ONE LLC,3590 NW 74 AVE,MIAMI,33122,,,HOTL,124,Rooms,25.80782,-80.31939,880080.121403914,536419.81073232
-8947400.72539999,2973032.1187,253,2530310270030,HOMEWOOD SUITES BY HILTON MIAMI DOLPHIN MALL,PROCACCI DOLPHIN LLC,1695 NW 111 AVE,SWEETWATER,33172,305-500-9019,561-416-1400,HOTL,100,Rooms,25.78949,-80.37588,861530.294330411,529666.940051742
-8937219.03949999,2972060.1768,254,3031310250081,HOMEWOOD SUITES MIAMI AIRPORT BLUE LAGOON,APPLE SEVEN SERVICES MIAMI INC,5500 BLUE LAGOON DR,MIAMI,33126,305-261-3335,305-261-3335,HOTL,159,Rooms,25.78163,-80.28441,891641.691456579,526962.584568076
-8927684.45949999,2969203.7675,255,0141390080140,HOMEWOOD SUITES MIAMI DOWNTOWN BRICKELL,BRICKELL LODGING LLC,1750 SW 1 AVE,MIAMI,33129,305-285-7112,305-285-7112,HOTL,102,Rooms,25.75852,-80.19875,919878.059852496,518726.029190823
-8920190.38089999,2971629.9983,256,0242030040350,HOTEL,HOTEL OF COLLINS AVENUE LLC,800 OCEAN DR,MIAMI BEACH,33139,305-531-2222,305-531-4411,HOTL,20,Rooms,25.77815,-80.13143,941988.936234329,526000.498565741
-8920081.59709999,2973550.6251,257,0232340190370,HOTEL 18,HOTEL 18 GROUP LLC,1775 JAMES AVE,MIAMI BEACH,33139,305-987-3597,305-987-3597,HOTL,44,Rooms,25.79368,-80.13045,942273.247017413,531649.250063486
-8932343.05719999,2965364.9969,258,0141212180001,HOTEL ARIA,YC COCONUT GROVE HOTEL BJ LLC,2889 MCFARLANE RD,COCONUT GROVE,33133,305-529-2828,,HOTL,134,Rooms,25.72746,-80.2406,906169.000000328,507354.717287824
-8920392.18639999,2971922.7951,259,0242030090130,HOTEL ASTOR,ASTOR EB-5 LLC,956 WASHINGTON AVE,MIAMI BEACH,33139,305-577-9977,305-577-9977,HOTL,40,Rooms,25.78052,-80.13324,941386.68448608,526857.436484404
-8919458.55459999,2975137.0332,260,0232260011220,HOTEL BELLAMAR,EAGLE CAPITAL INVESTMENT,220 31ST  (220-224-230 31 ST),MIAMI BEACH,33140,305-531-0977,305-726-4064,HOTL,54,Rooms,25.80651,-80.12486,944083.873317413,536324.936578237
-8920230.52399999,2974049.2516,261,0232270140050,HOTEL BELLEZA,2115 WASHINGTON AVENUE MB LLC,2115 WASHINGTON AVE,MIAMI BEACH,33139,305-740-1430,,HOTL,81,Rooms,25.79772,-80.13179,941823.372589078,533112.184473574
-8920053.69169999,2972381.7016,262,0232340080510,HOTEL CARDOZO,HOTEL CARDOZO INC,1300 OCEAN DR,MIAMI BEACH,33139,305-534-2135,,HOTL,46,Rooms,25.78423,-80.1302,942378.430205997,528213.254310824
-8934305.32929999,2968183.0182,263,0341080890001,HOTEL COLONNADE CORAL GABLES,MENUDO LESSEE LLC,180 ARAGON AVE,CORAL GABLES,33134,305-441-2600,678-349-0952,HOTL,157,Rooms,25.75026,-80.25823,900319.075348496,515609.747037575
-8920483.73149999,2971033.3601,264,0242030030970,HOTEL COLORETTA,CASA COLORETTA LLC,355 WASHINGTON,MIAMI BEACH,33139,786-359-4658,305-505-5880,HOTL,8,Rooms,25.77332,-80.13407,941133.248641245,524240.529972821
-8919323.4753,2975682.1516,265,0232260011710,HOTEL CROYDON,3720 CROYDON LLC,3720 COLLINS AVE,MIAMI BEACH,33140,305-398-7000,305-398-7000,HOTL,83,Rooms,25.81092,-80.12364,944472.436188579,537929.93632099
-8921581.1458,2973170.1135,266,0232330140170,HOTEL GAYTHERING,1409 HOTEL INC,1409 LINCOLN RD,MIAMI BEACH,33139,786-284-1176,305-308-5770,HOTL,25,Rooms,25.79061,-80.14392,937848.060657829,530501.56239824
-8926108.0426,2979382.5188,267,0132070402510,HOTEL MIMO,NW INVESTORS LLC,7126 BISCAYNE BLVD,MIAMI,33138,786-602-0119,786-602-0119,HOTL,21,Rooms,25.84084,-80.18459,924353.717895914,548676.386940904
-8918996.5645,2980756.6207,268,0232110630001,HOTEL NORMAN,NORTH BEACH TAVERN LLC,6770 COLLINS AVE,MIAMI BEACH,33141,305-861-7120,305-861-7120,HOTL,29,Rooms,25.85195,-80.12071,945338.871135496,552849.671573326
-8920068.1485,2972266.5479,269,0232340080390,HOTEL OCEAN,1236 OCEAN DRIVE LLC,1236 OCEAN DR,MIAMI BEACH,33139,305-672-2579,305-322-1005,HOTL,27,Rooms,25.7833,-80.13033,942337.929630827,527874.41476541
-8919291.4839,2976105.8623,270,0232260012100,HOTEL PIERRE,HOTEL PIERRE LLC,216 43 STREET,MIAMI BEACH,33140,786-768-2586,786-768-2586,HOTL,51,Rooms,25.81435,-80.12337,944558.687000331,539175.998133324
-8934334.0316,2968505.4703,271,0341080072230,HOTEL PLACE ST MICHEL,PLACE ST MICHEL INC,162 ALCAZAR AVE,CORAL GABLES,33134,305-444-1666,305-444-1666,HOTL,32,Rooms,25.75287,-80.25849,900228.873757247,516557.528278492
-8958534.0389,2933541.184,272,1079180080120,HOTEL REDLAND,REPRESENTATION RM LLC,5 S FLAGLER AVE,HOMESTEAD,33030,305-246-1904,954-399-0009,HOTL,13,Rooms,25.46964,-80.47588,829081.877271995,413275.776509076
-8920487.1151,2971016.1722,273,0242030030960,HOTEL ST AUGUSTINE,347 WASHINGTON INVESTMENT LLC,347 WASHINGTON AVE,MIAMI BEACH,33139,305-532-0570,305-532-0570,HOTL,24,Rooms,25.77318,-80.1341,941123.57772883,524189.926727571
-8920083.8939,2972173.8042,274,0232340080280,HOTEL VICTOR,1144 OD LLC,1144 OCEAN DR,MIAMI BEACH,33139,305-779-8700,305-779-8700,HOTL,91,Rooms,25.78255,-80.13047,942293.184641577,527601.434668325
-8920079.9792,2973030.0736,275,0232340190780,HYATT CENTRIC SOUTH BEACH,"1600 COLLINS AVENUE, LLC",1600 COLLINS AVENUE,MIAMI BEACH,33139,305-444-5002,305-444-5002,HOTL,105,Rooms,25.78947,-80.13044,942288.135439079,530118.935538821
-8934828.0594,2975123.9522,276,0531290210010,HYATT PLACE,MIA LEJEUNE LLC,3549 LEJEUNE RD,MIAMI,33142,305-444-5002,954-529-8810,HOTL,135,Rooms,25.80641,-80.26292,898659.247631412,536008.248891406
-8942042.202,2975371.878,277,3530270220050,HYATT PLACE MIAMI AIRPORT WEST/DORAL,HIT PORTFOLIO I TRS LLC,3655 NW 82 AVE,MIAMI,33166,305-718-8292,571-529-6141,HOTL,124,Rooms,25.80841,-80.32773,877334.294546496,536622.836901076
-8934024.4407,2968435.777,278,0341080073810,HYATT REGENCY CORAL GABLES HOTEL,HYATT CORP,50 ALHAMBRA PLAZA,CORAL GABLES,33134,305-441-1234,305-441-1234,HOTL,253,Rooms,25.75231,-80.2557,901145.434916247,516357.735042907
-8926832.5911,2970746.9235,279,0131370220020,HYATT REGENCY MIAMI HOTEL,HYATT EQUITIES LLC,400 SE 2 AVE,MIAMI,33131,305-358-1234,305-358-1234,HOTL,615,Rooms,25.771,-80.19111,922368.936432414,523279.030583493
-8937777.273,2972045.6492,280,3030510510100,HYATT SUMMERFIELD SUITES MIAMI AIRPORT,SUMMIT HOTEL TRS 130 LLC,5710 BLUE LAGOON DR,MIAMI,33126,,,HOTL,156,Rooms,25.78151,-80.28943,889991.730845746,526910.939986326
-8936362.0045,2970813.4596,281,0141060182530,ILLUSION MOTEL,DIAZ ROBERT,4995 W FLAGLER ST,MIAMI,33134,305-774-9736,305-774-9736,MOTL,15,Rooms,25.77154,-80.27671,894195.293960914,523310.879273072
-8920189.2055,2972283.1315,282,0232340081050,IMPALA HOTEL,AZCO INVESTMENTS LLC,1228 COLLINS AVE,MIAMI BEACH,33139,305-673-2021,305-673-2021,HOTL,17,Rooms,25.78343,-80.13143,941979.748916745,527920.810013823
-8936652.8029,2970742.2099,283,0141060230250,IMPERIALE MOTEL,COMIJO INC,5180 W FLAGLER ST,MIAMI,33134,305-448-3133,305-448-3133,MOTL,10,Rooms,25.77097,-80.27932,893336.738263328,523096.674320906
-8942951.6299,2974068.3468,284,3530270750010,INTER CONTINENTAL DORAL MIAMI,HOTEL GENPAR LTD,2505 NW 87 AVE,MIAMI,33172,305-468-1400,468-1400,HOTL,265,Rooms,25.79787,-80.3359,874665.892402995,532777.479762405
-8926189.7059,2970918.2315,285,0131360790010,INTERCONTINENTAL HOTEL MIAMI,DTRS INTERCONTINENTAL MIAMI LLC,100 CHOPIN PLAZA,MIAMI,33131,305-577-1000,305-577-1000,HOTL,644,Rooms,25.77239,-80.18532,924266.448385414,523794.438673407
-8921593.4547,2980678.9597,286,0232100110620,INTERNATIONAL INN MOTEL AT CSW,TSAY INTERNATIONAL INC,2301 NORMANDY DR,MIAMI BEACH,33141,305-866-7661,,MOTL,71,Rooms,25.85132,-80.14403,937668.059705496,552570.809598237
-8920136.8703,2972654.8483,287,0232340080750,ISLAND HOUSE,SHINDLER RICHARD,1428 COLLINS AVE,MIAMI BEACH,33139,305-864-2422,,HOTL,20,Rooms,25.78644,-80.13095,942127.24698133,529014.684466489
-8920301.9929,2971336.8203,288,0242030040080,ITHACA OF SOUTH BEACH HOTEL INC,ITHACA OF SOUTH BEACH HOTEL INC,601 COLLINS AVE,MIAMI BEACH,33139,305-604-9160,305-604-9160,HOTL,11,Rooms,25.77578,-80.13243,941664.659651913,525136.319191739
-8926839.5715,2969699.2363,289,0102100301170,J W MARRIOTT HOTEL MIAMI,M D M BRICKELL HOTEL GROUP LTD,1109 BRICKELL AVE,MIAMI,33131,3741224,305-671-5111,HOTL,296,Rooms,25.76253,-80.19116,922367.206120912,520198.251311988
-8921463.6471,2972801.3481,290,0232330880001,JACQUELINE SUITE HOTEL,JACQUELINE CONDOMINIUM ASSOCIATION INC,1321 15 ST,MIAMI BEACH,33139,786-378-9252,786-536-2106,HOTL,14,Rooms,25.78762,-80.14287,938202.435933329,529419.685296908
-8935734.7957,2969947.6644,291,0141050620010,JAMAICA MOTEL,JAMAICA MOTEL INC,4601 SW 8 ST,MIAMI,33134,305-445-2685,305-445-2685,MOTL,33,Rooms,25.76454,-80.27107,896063.623229496,520775.341693237
-8920150.3239,2973336.7396,292,0232340190710,JAMES HOTEL INC,TORR INC,1680 JAMES AVE,MIAMI BEACH,33139,305-531-1125,305-531-1125,HOTL,47,Rooms,25.79195,-80.13107,942074.249383911,531019.123042904
-8919954.1109,2972911.6742,293,0232340190960,JAMES ROYAL PALM (THE),RP HOTEL OPERATING CO INC,1545 COLLINS AVE,MIAMI BEACH,33139,720-284-6430,786-276-0102,HOTL,417,Rooms,25.78851,-80.12931,942662.499847829,529773.309589654
-8920377.461,2970942.297,294,0242030030530,JAZZ ON SOUTH BEACH,HUSA LH JZ LLC,321 COLLINS AVE,MIAMI BEACH,33139,607-592-8593,607-592-8593,HOTL,26,Rooms,25.77258,-80.13311,941449.185017247,523974.842512071
-8920440.1729,2970989.348,295,0242030030870,JULIA,336 COLLINS LLC,336 COLLINS AVE,MIAMI BEACH,33139,,786-301-1166,HOTL,29,Rooms,25.77297,-80.13367,941262.874694329,524111.967565909
-8932752.4961,2970853.0463,296,0141040130310,JULIA MOTEL,O O INVESTMENTS LLC,3030 W FLAGLER ST,MIAMI,33135,305-775-9388,305-775-9388,MOTL,24,Rooms,25.77186,-80.24428,904865.615796078,523487.161072738
-8926614.14819999,2970785.0441,297,0101140301050,JW MARRIOTT MARQUIS MIAMI,MET II HOTEL LLC,255 BISCAYNE BLVD WAY,MIAMI,33131,305-350-0750,305-671-5111,HOTL,357,Rooms,25.77131,-80.18914,923014.051283911,523395.086781822
-8920150.94549999,2973361.2987,298,0232340190720,KASKADES,300-17 INVESTMENT LLC,300 17 ST,MIAMI BEACH,33139,305-673-0199,786-427-1149,HOTL,25,Rooms,25.79215,-80.13108,942071.935740244,531091.31089066
-8951477.54259999,2955336.9485,299,3059140640060,KENDALL MIAMI HOLIDAY INN EXPRESS & SUITES,PINELANDS-KENDALL HOTEL LLC,13475 SW 131 ST,KENDALL,33186,786-837-2100,561-713-2224,HOTL,107,Rooms,25.64628,-80.4125,849711.408519413,477560.552466825
-8920143.03819999,2972153.0031,300,0232340080350,KENT HOTEL,1131 KENT LLC,1131 COLLINS AVE,MIAMI BEACH,33139,305-604-5068,305-604-5068,HOTL,50,Rooms,25.78238,-80.13101,942118.749294911,527539.124097407
-8948742.2343,2944580.4638,301,3069130060600,KENT MOTEL,KENT MOTEL INC,22345 S US HWY BX 103,GOULDS,33170,305-258-2114,305-258-2114,MOTL,20,Rooms,25.55914,-80.38792,857952.487837747,445926.487782322
-8926119.75889999,2979408.6408,302,0132070402500,KING MOTEL,GOD BLESS INVESTMENT ENT INC,7150 BISCAYNE BLVD,MIAMI,33138,305-757-2674,305-757-2674,MOTL,19,Rooms,25.84105,-80.18471,924318.624134079,548752.935016155
-8958414.84859999,2935059.3247,303,,KNIGHTS INN,NEW KRISHNA LLC,1223 NE 1 AVE,FLORIDA CITY,33034,305-247-6633,305-790-3477,MOTL,50,Rooms,25.48195,-80.47482,829417.481587663,417751.703908905
-8919304.3689,2976025.2536,304,0232260012030,L HOTEL,ALAMO HOTEL LLC,4121 INDIAN CREEK DR,MIAMI BEACH,33140,305-864-8885,305-864-8885,HOTL,40,Rooms,25.8137,-80.12347,944522.185432911,538938.81028749
-8935404.299,2969937.9476,305,0141050450170,LA CAMPINA MOTEL,B M C MOTEL CORP,4425 SW 8 ST,MIAMI,33134,305-442-1212,305-442-1212,MOTL,26,Rooms,25.76446,-80.2681,897040.903427161,520752.184587322
-8920186.7265,2972300.1009,306,0232340081040,LA FLORA HOTEL,1238 COLLINS AVE CORP,1238 COLLINS AVE,MIAMI BEACH,33139,305-531-3406,305-531-3406,HOTL,45,Rooms,25.78357,-80.1314,941986.74824658,527970.749218404
-8940847.024,2969668.3469,307,3040110220150,LA FUENTE HOTEL,LISMAR RESORTS INC,7470 SW 8 ST,MIAMI,33144,305-266-0070,305-266-0070,MOTL,33,Rooms,25.76228,-80.31699,880953.497609913,519873.065938741
-8936474.2319,2976929.464,308,0431190060250,LA FUENTE MOTEL,151 EAST OKEECHOBEE RD LLC,151 E OKEECHOBEE RD,HIALEAH,33010,305-871-1166,305-871-1166,MOTL,41,Rooms,25.82101,-80.27771,893764.873889994,541288.123830326
-8934743.3684,2975068.0052,309,0531290210020,LA QUINTA INN & SUITES #4040,CPLG FL PROPERTIES LLC,3501 NW 42 AVE LEJEUNE RD,MIAMI,33142,305-871-1777,,HOTL,152,Rooms,25.80596,-80.26216,898910.472850744,535845.198692575
-8942226.3278,2988440.2474,310,3220150100010,LA QUINTA INN & SUITES #7709,CPLG WELLESLEY PROPERTIES LLC,7925 NW 154 ST,MIAMI,33016,305-821-8274,,HOTL,97,Rooms,25.91405,-80.32938,876594.09261483,575015.810967989
-8943264.4163,2974196.9729,311,3530280160120,LA QUINTA INN & SUITES #980,CPLG FL PROPERTIES LLC,8730 NW 27 ST,MIAMI,33172,305-436-0830,,HOTL,143,Rooms,25.79891,-80.33872,873739.498914577,533150.935380325
-8940853.0696,2975640.4263,312,3030260170010,LA QUINTA INN 667,LQ MANAGEMENT LLC,7401 NW 36 ST,MIAMI,33166,,2144926614,MOTL,165,Rooms,25.81058,-80.31705,880844.579192579,537430.286401659
-8946341.4255,2947080.4724,313,3660070270010,LA QUINTA INN AND SUITES #1050,CPLG FL PROPERTIES LLC,10821 CARIBBEAN BLVD,MIAMI,33189,,2144926614,HOTL,107,Rooms,25.5794,-80.36635,865027.466469914,453322.755470075
-8919973.3218,2985139.8901,314,,LANDON,BHI HOTEL LLC,9660 E BAY HARBOR DR,BAY HARBOR ISLANDS,33154,305-868-4141,305-868-4141,HOTL,46,Rooms,25.88738,-80.12948,942367.741579078,565708.27151224
-8926531.16139999,2971303.7547,315,0101100202030,LEAMINGTON HOTEL,STANDARD MANAGEMENT SERVICES INC,307 NE 1 ST,MIAMI,33132,305-373-7783,786-301-1166,HOTL,94,Rooms,25.77551,-80.18839,923249.998318579,524921.747114323
-8924002.98399999,2984806.9221,316,3022290030020,LEEWARD MOTEL,LEEWARD MOTEL INC,11790 BISCAYNE BLVD,MIAMI,33181,305-893-4571,305-893-4571,MOTL,30,Rooms,25.88469,-80.16568,930472.236498747,564652.854003653
-8920063.98879999,2972300.8802,317,0232340080380,LESLIE HOTEL,OCEAN HOTELS INVESTMENTS CORP,1244 OCEAN DR,MIAMI BEACH,33139,305-494-0230,305-494-0230,HOTL,35,Rooms,25.78357,-80.13031,942349.559856914,527975.434904575
-8928871.05779999,2970409.6912,318,0141380031950,LIFE HOUSE LITTLE HAVANA,HUSA LH JF LLC,528 SW 9 AVE,MIAMI,33130,607-592-8593,607-592-8593,HOTL,33,Rooms,25.76828,-80.20942,916348.372686163,522250.873190992
-8919956.36149999,2973004.791,319,0232340190890,LOEWS MIAMI BCH HOTEL,MB REDEVELOPMENT LLC,1601 COLLINS AVE,MIAMI BEACH,33139,6041601,305-604-5489,HOTL,790,Rooms,25.78927,-80.12933,942654.037266329,530047.021640658
-8920260.29829999,2971903.9586,320,0232340081330,LOFT HOTEL,952 COLLINS AVE LLC,952 COLLINS AVE,MIAMI BEACH,33139,,424-291-5865,HOTL,22,Rooms,25.78036,-80.13206,941776.936002161,526804.622285575
-8919004.53739999,2979899.1504,321,0232110071500,LOMBARDY INN,LOMBARDY HOTEL CORP,6300 COLLINS AVE,MIAMI BEACH,33141,305-866-5424,305-866-5424,HOTL,66,Rooms,25.84502,-80.12078,945332.174626578,550329.863292739
-8920320.29909999,2970983.9211,322,0242030030460,LORD BALFOUR HOTEL,GREEN COMET LLC,344 OCEAN DRIVE,MIAMI BEACH,33139,305-673-0401,,HOTL,17,Rooms,25.77292,-80.1326,941617.372016829,524098.342593156
